ソート番号,クーポン名,クーポン名カナ,業種,クーポンの割引金額,クーポン名表示用,ブロックNO,郵便番号,店舗住所,電話番号,店舗説明,店舗URL,インスタグラムのアカウント,店舗画像,経度,緯度
265,写真のサクライ,シャシンノサクライ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津2丁目6-2,054-626-4886,,https://www.shizuokaphoto.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/265.jpg,138.3146868,34.8644585
266,ＯＡナガシマ志太店,オーエーナガシマシダテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0086,静岡県焼津市小土471-1,054-620-8290,,https://www.zoa.co.jp,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/266.jpg,138.2990333,34.8696812
267,メガネのサトウ,メガネノサトウ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町5-11-3,054-628-4491,営業時間　9:30~18:00,http://www2.tokai.or.jp/sugar/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/267.jpg,138.3218113,34.8630073
269,石窯パン工房パトン　焼津店,イシガマパンコウボウパトン　ヤイヅテン,飲食業,500,"1,000円以上会計で500円引き",1,425-0037,静岡県焼津市南小川2丁目27-1,054-656-0810,,https://paton0810.com/shop/yaizu/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/269.jpg,138.312912,34.848337
270,ケーキショップ　Kettlewhistle,ケーキショップ　ケトルホイッスル,飲食業,500,"1,000円以上会計で500円引き",1,425-0066,静岡県焼津市大島1779-2,054-625-9501,,,https://www.instagram.com/kettle_whistle/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/270.jpg,138.3019585,34.8205485
271,居酒屋ぽぱい,イザカヤポパイ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0033,静岡県焼津市小川3346,054-624-8068,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/271.jpg,138.3253883,34.8470768
272,母ちゃんの台所ふく,カアチャンノダイドコロフク,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町2-7-24,054-631-9862,パン教室の講座代金には使えません,https://oc3ja.hp.peraichi.com/,https://www.instagram.com/baba_no_siro/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/272.jpg,138.3205752,34.8710674
274,からあげ専門店　鶏笑焼津駅前店,カラアゲセンモンテン　トリショウヤイヅエキマエテン,飲食業,500,"1,000円以上会計で500円引き",1,425-0027,静岡県焼津市栄町1-12-8,054-628-7643,営業時間 11時〜14時 17時〜20時  火曜日定休日,https://srs-holdings.co.jp/,https://www.instagram.com/torishou.yaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/274.jpg,138.3164387,34.8701519
275,洋品のさくらや,ヨウヒンノサクラヤ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0047,静岡県焼津市東祢宜島１７ー7,054-623-1709,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/275.jpg,138.3028342,34.8408553
276,牛阿呆,ウシアホウ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2-10-19,054-639-6147,,https://ushiahou.com,https://www.instagram.com/ushiahou/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/276.jpg,138.3083224,34.8611505
278,オリジナルジュエル宝石箱,オリジナルジュエルホウセキバコ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町4-2-11,054-627-4114,,,https://www.instagram.com/yaizu.housekibako/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/278.jpg,138.3196801,34.8635994
279,食事処すずき,ショクジドコロスズキ,飲食業,500,"1,000円以上会計で500円引き",1,425-0075,静岡県焼津市西焼津32-1ラポート102,090-3589-1564,,,,,138.2832922,34.8586687
280,酒蔵いとう,サカグライトウ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0087,静岡県焼津市保福島1135,054-628-4030,定休日：月曜日/第二・第四火曜日 営業時間：朝9時〜夜7時まで。,https://www.ito-sake.info/,https://www.instagram.com/ito.saketen/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/280.jpg,138.2836199,34.8656399
281,ペットの美容室　犬のしっぽ,ペットノビヨウシツ　イヌノシッポ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0058,静岡県焼津市北新田287,054-624-7527,,https://inunosippo.jimdofree.com/,https://www.instagram.com/inunosippo5133/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/281.jpg,138.319409,34.833741
282,櫻や,サクラヤ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川7丁目19-8,054-621-6100,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/282.jpg,138.3086142,34.8518911
283,カルマカフェ　Karma Cafe,カルマカフェ,飲食業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町2-16-45,054-631-5103,,https://www.zentrayoga.com/karma-cafe,https://www.instagram.com/karmacafeom/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/283.jpg,138.3227847,34.8675905
284,ゼントラヨガスタジオ,ゼントラヨガスタジオ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町2-16-45,054-631-5103,,https://www.zentrayoga.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/284.jpg,138.3228005,34.8675841
287,ミナトスポーツ,ミナトスポーツ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0071,静岡県焼津市三ヶ名1341-2,054-628-7738,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/287.jpg,138.303564,34.863279
288,べんてん,ベンテン,小売業,1000,"2,000円以上会計で1,000円引き",1,421-0211,静岡県焼津市吉永777,054-622-0107,営業時間　9:30～18:00 定  休  日　月曜日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/288.jpg,138.296492,34.796149
289,ルアーショップ・マスオカ,ルアーショップマスオカ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町5-8-15,054-628-5650,,https://masuoka.link/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/289.jpg,138.3213297,34.8619558
290,リンクス西焼津ゴルフガーデン,リンクスニシヤイヅゴルフガーデン,その他,500,"1,000円以上会計で500円引き",1,425-0072,静岡県焼津市大住406-1,054-626-6211,クーポンは売店商品のみ利用可 ICカードへのチャージは利用不可,https://linksnishiyaizugolfgarden.jimdofree.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/290.jpg,138.2843713,34.8486562
291,美Ｆｒｉｅｎｄｓサカエヤ,ビフレンズサカエヤ,小売業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町3-7-5,054-628-2871,営業時間　１０時〜18時　（水曜定休） ,https://www.kireie.com/shop/shizuoka/22212/3291/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/291.jpg,138.322014,34.865068
292,さいとう農園カフェtete,サイトウノウエンカフェテテ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0066,静岡県焼津市大島1329,070-8394-6869,,https://www.saitounouen-yaizu.com/,https://www.instagram.com/saito.nouen/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/292.jpg,138.2957706,34.8197851
293,麺のWA,メンノワ,飲食業,500,"1,000円以上会計で500円引き",1,425-0035,静岡県焼津市東小川2-17-13マンション小池Ｃ,,,,https://www.instagram.com/men_nowa/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/293.jpg,138.312974,34.8590311
294,アンビアオートサーヴィス,アンビアオートサーヴィス,その他,1000,"2,000円以上会計で1,000円引き",1,425-0021,静岡県焼津市中港１丁目3-4,054-628-6305,,http://www.ambia.co.jp/autotop.html,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/294.jpg,138.32189,34.8716788
295,ベルマートキヨスク焼津28号,ベルマートキヨスクヤイヅ２８ゴウ,小売業,500,"1,000円以上会計で500円引き",1,425-0027,静岡県焼津市栄町1-1-1,054-620-8041,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/295.jpg,138.3181031,34.8722553
297,和食や　みさき,ワショクヤ　ミサキ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川7-19-6,054-671-1900,ご来店の際にはお電話いただきたいです。またお支払ですが、可能な限り現金にてお願いします。,http://www.wasyokuya-misaki.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/297.jpg,138.3086414,34.8517889
298,焼津の小さな整体院,ヤイヅノチイサナセイタイイン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0081,静岡県焼津市大栄町1-3-6,054-628-7010,,https://c-seitai.com/,,,138.3134407,34.8713947
299,焼肉 宮（MIYA）,ヤキニクミヤ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0038,静岡県焼津市黒石2丁目2-28カネツビル1-D,054-659-8140,,https://www.hotpepper.jp/strJ003582317/,https://www.instagram.com/yakiniku.miya/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/299.jpg,138.307605,34.844179
300,光月堂,コウゲツドウ,小売業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町4-1-17,054-629-2331,水曜日〜日曜日:9:30〜17:30 定休日：月曜・火曜,,,,138.3197651,34.8643706
301,らーめん まごころ,ラーメンマゴコロ,飲食業,500,"1,000円以上会計で500円引き",1,425-0088,静岡県焼津市大覚寺294-1,054-908-9480,７時30分から１３時20分迄,,,,138.288711,34.8714897
302,リカーズグリーン,リカーズグリーン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0068,静岡県焼津市中新田251-3,054-624-3210,営業時間9：00〜20：00 定休日　水曜日,https://green.ocnk.net/,https://www.instagram.com/green.yaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/302.jpg,138.2917725,34.8446936
303,和人　旬の菜と旨い酒,ワジン　シュンノナトウマイサケ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0054,静岡県焼津市一色728-1,054-623-5033,,https://www.wajin-yaizu.com/,,,138.3104778,34.8304933
304,文具ランド弘文堂,ブングランドコウブンドウ,小売業,500,"1,000円以上会計で500円引き",1,425-0036,静岡県焼津市西小川3丁目15-5,054-628-8546,営業時間　平日８時-18時半　土曜日8時-18時　 定休日　日曜日　＊郵便切手は対象外,,https://www.instagram.com/kobundo8546/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/304.jpg,138.307814,34.858071
305,スポーツショップトータス,スポーツショップトータス,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0077,静岡県焼津市五ケ堀之内834-3,054-626-3333,営業時間　１０：００〜１８：００　 定休日　水曜日　木曜日,http://tortoise-jp.com/,https://www.instagram.com/akirakameyama/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/305.jpg,138.297426,34.8627796
306,食彩酒房　えびすけ,ショクサイシュボウ　エビスケ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川8丁目5-33,054-629-1158,17:30〜23:00 定休日：月曜日　月に1回、月曜・火曜日の連休あります。,,,,138.3098209,34.8505031
307,東京薬局,トウキョウヤッキョク,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町3丁目7番9号,054-628-2370,営業時間　平日：8：30〜18：00　土曜日：8：30〜15：00 休　　日　：　日曜日・祝日,https://www.yaizu-tokyoyakkyoku.com/,https://www.instagram.com/tokyoyakkyoku.tokyoblossom/,,138.321987,34.870188
308,ジェリーズポップコーン　焼津インター店,ジェリーズポップコーン　ヤイズインターテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4丁目13-7　焼津さかなセンターバス駐車場付近,,,,https://www.instagram.com/jerrys_popcorn_812/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/308.jpg,138.3040533,34.8803856
309,炭火串焼　輪,スミビクシヤキ　リン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2-2-6,054-627-9171,,https://ja-jp.facebook.com/sumibikusiyaki.rin/,,,138.311388,34.858957
310,VIVI　サカエヤ,ヴィヴィ　サカエヤ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0072,静岡県焼津市大住1053,054-624-7977,,https://www.facebook.com/vivisakaeya/,,,138.2910294,34.845772
312,セブンイレブン　焼津3丁目店,セブンイレブンヤイズサンチョウメテン,小売業,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津3丁目9-26,054-626-5338,24時間営業,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/312.jpg,138.309761,34.863748
313,セブンイレブン　焼津三和店,セブンイレブンヤイズミワテン,小売業,500,"1,000円以上会計で500円引き",1,425-0064,静岡県焼津市三和1047,054-623-1153,24時間営業,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/313.jpg,138.3006807,34.8291525
314,セブンイレブン　焼津大住店,セブンイレブンヤイズオオズミテン,小売業,500,"1,000円以上会計で500円引き",1,425-0072,静岡県焼津市大住59-1,054-626-4438,24時間営業,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/314.jpg,138.2891546,34.8501191
315,焼津整体院そら,ヤイズセイタイインソラ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0041,静岡県焼津市石津2-1カネツビル1-C,080-4214-5899,月曜〜土曜　9:00〜21:00 　定休日：毎週日曜日,https://seitaisora.studio.site/,https://www.instagram.com/yaizuseitaisora/,,138.3075718,34.8441256
317,和菓子処　昇栄堂,ワガシドコロ　ショウエイドウ,小売業,500,"1,000円以上会計で500円引き",1,425-0077,静岡県焼津市五ケ堀之内436,054-628-6413,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/317.jpg,138.302267,34.866223
318,メガネ赤札堂　焼津店,メガネアカフダドウヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0033,静岡県焼津市小川4014-2,054-639-5200,,https://www.megane-akafudado.com/store/yaizu.html,,,138.3080113,34.8486265
319,焼津谷島屋登呂田店,ヤイヅヤジマヤ　トロタテン,小売業,500,"1,000円以上会計で500円引き",1,425-0036,静岡県焼津市西小川2-1-8,054-629-4848,金券類でのクーポン利用は不可,https://x.com/yaizuyajimaya,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/319.jpg,138.3111428,34.8595577
320,切身・漬魚専門店　魚・魚(to・to),キリミツケウオセンモンテン　トト,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-15-28,054-628-0781,定休日：日曜〜水曜・祝日（木曜不定休）　繁忙期（7月、12月等）は月曜、火曜日の営業もあり（詳しくはホームページ・Instagramにてご案内）,https://imaru-toto.com/,https://www.instagram.com/toto1010_yaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/320.jpg,138.3041107,34.8797864
321,C・E・R・A和香,セラワコウ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町1-4-1,054-628-4459,,http://www.cerawako.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/321.jpg,138.318723,34.871009
322,有限会社徳田屋,トクダヤ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津6-2-16,054-628-2748,定休日：水曜日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/322.jpg,138.319454,34.865454
323,喜助家,キスケヤ,飲食業,500,"1,000円以上会計で500円引き",1,425-0041,静岡県焼津市黒石二丁目2-1カネツビル1階1-B,090-2260-3103,,,https://www.instagram.com/kisukeya_rush/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/323.jpg,138.307605,34.844179
324,餃子番長,ギョウザバンチョウ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川2-11-15,054-629-1598,,https://gyouzabannchou.owst.jp/,,,138.3133137,34.8584665
325,シーカープ,シーカープ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0077,静岡県焼津市五ケ堀之内1458-1,054-620-1116,　月～土　17：00～22：00 （定休日）毎週日曜日,,https://www.instagram.com/c.carp_yaizu_shizuoka/,,138.2926022,34.8548971
